"Name","Runs","NumberOfInstances","NumberOfFeatures","NumberOfClasses","NumberOfMissingValues","NumberOfNumericFeatures","CfsSubsetEval_NaiveBayesErrRate","MaxMeansOfNumericAtts","NaiveBayesErrRate","Quartile3SkewnessOfNumericAtts","NumberOfSymbolicFeatures","MinAttributeEntropy","RandomTreeDepth2AUC","Quartile1MutualInformation","MinMeansOfNumericAtts","MaxMutualInformation","RandomTreeDepth3Kappa","PercentageOfSymbolicFeatures","REPTreeDepth2AUC","J48.001.ErrRate","Dimensionality","Quartile3MutualInformation","Quartile2KurtosisOfNumericAtts","MaxSkewnessOfNumericAtts","CfsSubsetEval_DecisionStumpKappa","J48.0001.ErrRate","J48.00001.Kappa","RandomTreeDepth2ErrRate","Quartile1KurtosisOfNumericAtts","PercentageOfBinaryFeatures","Quartile1AttributeEntropy","MajorityClassPercentage","REPTreeDepth2ErrRate","Quartile1MeansOfNumericAtts","MaxAttributeEntropy","MinMutualInformation","CfsSubsetEval_NaiveBayesKappa","Quartile2MeansOfNumericAtts","Quartile2AttributeEntropy","StdvNominalAttDistinctValues","Quartile1SkewnessOfNumericAtts","Quartile1StdDevOfNumericAtts","MajorityClassSize","MinorityClassSize","EquivalentNumberOfAtts","Quartile2StdDevOfNumericAtts","Quartile3StdDevOfNumericAtts","MaxStdDevOfNumericAtts","RandomTreeDepth2Kappa","MeanStdDevOfNumericAtts","RandomTreeDepth3ErrRate","Quartile2SkewnessOfNumericAtts","PercentageOfNumericFeatures","MeanNoiseToSignalRatio","NumberOfBinaryFeatures","REPTreeDepth1AUC","REPTreeDepth1ErrRate","MaxKurtosisOfNumericAtts","REPTreeDepth2Kappa","NumberOfInstancesWithMissingValues","NaiveBayesKappa","CfsSubsetEval_NaiveBayesAUC","Quartile3AttributeEntropy","REPTreeDepth3Kappa","MinNominalAttDistinctValues","kNN1NAUC","J48.001.Kappa","MinKurtosisOfNumericAtts","DecisionStumpErrRate","MinStdDevOfNumericAtts","MeanAttributeEntropy","MeanSkewnessOfNumericAtts","DecisionStumpAUC","MinSkewnessOfNumericAtts","AutoCorrelation","J48.00001.AUC","REPTreeDepth1Kappa","RandomTreeDepth3AUC","MinorityClassPercentage","MaxNominalAttDistinctValues","PercentageOfInstancesWithMissingValues","MeanMeansOfNumericAtts","REPTreeDepth3AUC","Quartile3KurtosisOfNumericAtts","J48.0001.Kappa","CfsSubsetEval_DecisionStumpErrRate","J48.00001.ErrRate","RandomTreeDepth1Kappa","Quartile3MeansOfNumericAtts","RandomTreeDepth1AUC","CfsSubsetEval_kNN1NErrRate","DecisionStumpKappa","kNN1NErrRate","kNN1NKappa","MeanKurtosisOfNumericAtts","J48.001.AUC","CfsSubsetEval_kNN1NAUC","NaiveBayesAUC","PercentageOfMissingValues","MeanMutualInformation","Quartile2MutualInformation","CfsSubsetEval_DecisionStumpAUC","RandomTreeDepth1ErrRate","ClassEntropy","CfsSubsetEval_kNN1NKappa","REPTreeDepth3ErrRate","J48.0001.AUC","MeanNominalAttDistinctValues"
"sleuth_case1201 (2)","118","50","8","2","0","6","0.12","947.94","0.1","0.7799839387219502","2","","0.9006410256410257","","16.2092","","0.8","25","0.9006410256410257","","0.16","","0.08501625232875254","1.7671408730524087","0.7603833865814696","","","0.1","-0.9254445842351529","12.5","","52","0.1","21.276500000000002","","","0.7603833865814696","53.71199999999999","","0","-0.8465115513253856","4.783694705744979","26","24","","15.926718802071457","50.48387475882853","70.8563968854742","0.8","25.541297140157948","0.1","0.008578862100205926","75","","1","0.9006410256410257","0.1","6.489024274560151","0.8","0","0.8","0.8814102564102564","","0.8","2","0.8798076923076923","","-1.428362157556286","0.1","0.6999820405859403","","0.05758412533332813","0.9006410256410257","-1.1415651061462022","0.8979591836734694","","0.8","0.9006410256410257","48","2","0","231.4198","0.9006410256410257","3.532413706317385","","0.12","","0.8","457.47","0.9006410256410257","0.12","0.8","0.12","0.7596153846153846","1.1699610131282872","","0.8814102564102564","0.9583333333333335","0","","","0.8814102564102564","0.1","0.9988455359952018","0.7603833865814696","0.1","","2"
"pharynx (2)","118","195","12","2","2","1","0.1794871794871795","60.43589743589744","0.18974358974358974","-0.026708780535488058","11","0.7881510341214842","0.6849452758543666","0.00890398989295","60.43589743589744","0.28304753445288","0.36336924583741426","91.66666666666666","0.7628434219343312","","0.06153846153846154","0.05988934339699","0.27804180591739636","-0.026708780535488058","0.5966550440281307","","","0.3076923076923077","0.27804180591739636","33.33333333333333","0.9217770398254392","62.05128205128205","0.19487179487179487","60.43589743589744","2.534856451047896","0.00432917947791","0.5966550440281307","60.43589743589744","1.414164756982828","1.4181364924121764","-0.026708780535488058","11.216691519749492","121","74","17.049559940699897","11.216691519749492","11.216691519749492","11.216691519749492","0.36336924583741426","11.216691519749492","0.3076923076923077","-0.026708780535488058","8.333333333333332","24.058719817018552","4","0.7628434219343312","0.19487179487179487","0.27804180591739636","0.5680811377943576","2","0.5851302397791962","0.7790373017645745","1.7329554060112518","0.5680811377943576","2","0.6575273620728167","","0.27804180591739636","0.1794871794871795","11.216691519749492","1.4075560023188722","-0.026708780535488058","0.7790373017645745","-0.026708780535488058","0.5","","0.5680811377943576","0.6849452758543666","37.94871794871795","6","1.0256410256410255","60.43589743589744","0.7628434219343312","0.27804180591739636","","0.1794871794871795","","0.36336924583741426","60.43589743589744","0.6849452758543666","0.1794871794871795","0.5966550440281307","0.28717948717948716","0.37713894592744707","0.27804180591739636","","0.7790373017645745","0.8480008934554389","0.08547008547008547","0.05617030768518889","0.02719040424584","0.7790373017645745","0.3076923076923077","0.957679027766184","0.5966550440281307","0.19487179487179487","","3.3"
"chscase_whale (2)","118","228","10","2","20","9","0.013157894736842105","331.19282511210736","0.021929824561403508","0.8957261397892282","1","","0.9584199584199584","","0.5","","0.8946152068407671","10","0.984984984984985","","0.043859649122807015","","0.45674753888344144","1.1576198625962384","0.9736842105263157","","","0.05263157894736842","-0.8881483411265974","10","","51.31578947368421","0.013157894736842105","9.264441232003776","","","0.9736842105263157","21.464096058531982","","0","-0.030880859209178695","3.318023287882183","117","111","","10.096190797680036","76.95794847899725","197.19831227143783","0.8946152068407671","46.28345209300907","0.05263157894736842","0.24998368566466883","90","","1","0.984984984984985","0.013157894736842105","2.5190542688020283","0.9736842105263157","5","0.9561605906783571","0.984984984984985","","0.9736842105263157","2","0.9871794871794872","","-2.0177777777777783","0.013157894736842105","0.5011001113409407","","0.4059507391437395","0.984984984984985","-0.10496357019603114","0.5110132158590308","","0.9736842105263157","0.9584199584199584","48.68421052631579","2","2.1929824561403506","80.3989925064904","0.984984984984985","1.665286521567358","","0.013157894736842105","","0.8946152068407671","130.74671052631575","0.9584199584199584","0.013157894736842105","0.9736842105263157","0.013157894736842105","0.9736842105263157","0.4028994077746712","","0.984984984984985","0.9792869792869793","0.8771929824561403","","","0.984984984984985","0.05263157894736842","0.9995003941817588","0.9736842105263157","0.013157894736842105","","2"
"BNG(eucalyptus) (1)","117","1000000","20","5","0","14","0.450698","2071.695980103977","0.486824","0.6428308160909719","6","2.7707320908084156","0.7157790037802535","0.140013983267175","-2.551536000000001","0.3643539323399","0.40356367876431065","30","0.8457068585246161","","0.00002","0.29285743037245","-0.18132741801471663","9.103682754860348","0.4201772434304818","","","0.466568","-0.7351456057228076","0","3.139924639951775","28.9779","0.398568","2.920877330086249","4.553149436774487","0.1365920732049","0.4201772434304818","6.131136814295999","3.6613043437610493","7.659416862050705","-0.3963740089277152","0.7863880820834895","289779","142795","10.969571232137756","1.796070837527948","84.71702211301597","1576.0018620137282","0.40356367876431065","175.46998249314854","0.466568","0.034959664448994676","70","16.747589190770324","0","0.8457068585246161","0.398568","111.65053074193979","0.4864612913481807","0","0.3840384919353702","0.7499849656328538","4.180900063615851","0.4864612913481807","5","0.6871911490501941","","-1.9570521250741162","0.628099","0.4973371975306754","3.66059075017926","0.6871254117511135","0.5801926356418649","-0.5977650528220442","0.21718221718221717","","0.4864612913481807","0.7157790037802535","14.2795","27","0","391.6815459870233","0.8457068585246161","0.35770110848768544","","0.450698","","0.40356367876431065","402.3597820759122","0.7157790037802535","0.450698","0.12033318064247978","0.4927","0.36896012965471664","8.462974047516791","","0.7499849656328538","0.8189132231557016","0","0.20625847887458199","0.16554956709366","0.7499849656328538","0.466568","2.2625670762471075","0.4201772434304818","0.398568","","13.666666666666666"
"hill-valley (2)","117","1212","101","2","0","100","","8245.599272363037","","3.2566771939643098","1","","","","8113.47613315429","","","0.9900990099009901","","","0.08333333333333333","","10.767502433257183","3.378216030605729","","","","","10.658070220471107","0.9900990099009901","","50.495049504950494","","8168.310179703795","","","","8200.08539932467","","0","3.2043332827331827","19409.313866818673","612","600","","19489.247888435428","19557.169838451628","19788.636064596307","","19481.352687331364","","3.219434258463286","99.00990099009901","","1","","","12.6663537688501","","0","","","","","2","","","10.514616857362993","","19223.183968946465","","3.236031171998465","","3.1877004493763206","0.500412881915772","","","","49.504950495049506","2","0","8189.4171361965755","","11.20572114371373","","","","","8212.04343695689","","","","","","11.013298236730362","","","","0","","","","","0.999929285432166","","","","2"
"analcatdata_bankruptcy (1)","117","50","7","2","0","5","0.26","39.794","0.2","2.9378341434045074","2","","0.48","","-52.936","","-0.040000000000000036","28.57142857142857","0.48","","0.14","","4.48245896737123","4.653761437921602","0.48","","","0.52","2.526352573557578","14.285714285714285","","50","0.52","-30.279","","","0.48","3.0042400000000002","","0","-2.0289423136056066","16.018246237366302","25","25","","30.862938675269884","62.17134662839295","90.07368131316785","-0.040000000000000036","37.44842488135768","0.52","-1.4680707827450674","71.42857142857143","","1","0.48","0.52","25.87974722829175","-0.040000000000000036","0","0.6000000000000001","0.7311999999999999","","-0.040000000000000036","2","0.88","","1.5242492225447286","0.2","5.42503805896553","","0.06994257537054693","0.796","-2.3049941013309008","0.9795918367346939","","-0.040000000000000036","0.48","50","2","0","-2.5883520000000004","0.48","16.35753243658609","","0.26","","-0.040000000000000036","22.306","0.48","0.26","0.6000000000000001","0.12","0.76","8.450045797531713","","0.7311999999999999","0.8783999999999998","0","","","0.7311999999999999","0.52","1","0.48","0.52","","2"
"chscase_adopt (2)","117","39","4","2","0","2","0.15384615384615385","231.61538461538456","0.2564102564102564","5.824117285986135","2","","0.6666666666666666","","227.15384615384613","","0.2987551867219916","50","0.49074074074074076","","0.10256410256410256","","25.06371046503526","5.824117285986135","0.6213592233009708","","","0.3333333333333333","14.895257971990482","25","","69.23076923076923","0.3076923076923077","227.15384615384613","","","0.6213592233009708","229.38461538461536","","0","3.7574390257778663","496.2619500595659","27","12","","644.3607165903654","792.459483121165","792.459483121165","0.2987551867219916","644.3607165903654","0.3333333333333333","4.790778155882001","50","","1","0.49074074074074076","0.3076923076923077","35.23216295808004","0","0","0.33673469387755106","0.7546296296296297","","0","2","0.609567901234568","","14.895257971990482","0.1794871794871795","496.2619500595659","","4.790778155882001","0.7314814814814815","3.7574390257778663","0.631578947368421","","0","0.6666666666666666","30.76923076923077","2","0","229.38461538461536","0.49074074074074076","35.23216295808004","","0.15384615384615385","","0.2987551867219916","231.61538461538456","0.6666666666666666","0.15384615384615385","0.5472636815920398","0.358974358974359","0.2288135593220341","25.06371046503526","","0.7546296296296297","0.6765194681861348","0","","","0.7546296296296297","0.3333333333333333","0.8904916402194913","0.6213592233009708","0.3076923076923077","","2"
"chscase_health (2)","117","50","5","2","0","2","0.44","1779.02","0.52","-0.04163018881271794","3","3.10114763157938","0.5112179487179487","0.26039696597115","5.16","0.26039696597115","-0.003210272873194314","60","0.4158653846153847","","0.1","0.26039696597115","-0.3991615705191739","-0.04163018881271794","0.10714285714285728","","","0.5","-1.3212497247717045","20","3.10114763157938","52","0.52","5.16","3.10114763157938","0.26039696597115","0.10714285714285728","892.0899999999999","3.10114763157938","4.949747468305833","-0.11804077543376588","2.644671192092831","26","24","3.835857043379938","113.89990477229331","225.1551383524938","225.1551383524938","-0.003210272873194314","113.89990477229331","0.5","-0.07983548212324192","40","10.909307852392427","1","0.4158653846153847","0.52","0.5229265837333568","-0.07260726072607263","0","-0.03833865814696484","0.563301282051282","3.10114763157938","-0.07260726072607263","2","0.5208333333333334","","-1.3212497247717045","0.48","2.644671192092831","3.10114763157938","-0.07983548212324192","0.5272435897435898","-0.11804077543376588","0.5306122448979592","","-0.07260726072607263","0.5112179487179487","48","9","0","892.0899999999999","0.4158653846153847","0.5229265837333568","","0.44","","-0.003210272873194314","1779.02","0.5112179487179487","0.44","0.03846153846153845","0.48","0.041533546325878676","-0.3991615705191739","","0.563301282051282","0.5336538461538461","0","0.26039696597115","0.26039696597115","0.563301282051282","0.5","0.9988455359952018","0.10714285714285728","0.52","","5.5"
"GCM (1)","116","190","16064","14","0","16063","0.5684210526315789","14439.273684210528","0.41578947368421054","3.205874780179188","1","","0.6396100665592122","","-6243.931578947368","","0.26766840314372614","0.006225099601593625","0.6977846302688478","","84.54736842105264","","7.067185952223113","13.682828277232845","0.3793854343092185","","","0.6736842105263158","3.327603910546897","0","","15.789473684210526","0.6684210526315789","9.1210526315789","","","0.3793854343092185","94.15263157894734","","0","0.8178972041202547","101.07547284757923","30","10","","198.60394826162752","405.43876075408036","8306.125954293502","0.26766840314372614","382.6651467127723","0.6736842105263158","1.9184625749435824","99.9937749003984","","0","0.6977846302688478","0.6684210526315789","188.10895674345952","0.26656534954407296","0","0.5427822961406075","0.7047788455282142","","0.26656534954407296","14","0.7620430411456948","","-1.668448453847787","0.8052631578947368","18.632589135414523","","2.061145885152465","0.6883934103387509","-13.53059179058418","0.8571428571428571","","0.26656534954407296","0.6396100665592122","5.263157894736842","14","0","242.48231502930898","0.6977846302688478","17.02206013445395","","0.5684210526315789","","0.26766840314372614","272.29999999999995","0.6396100665592122","0.5684210526315789","0.10526315789473682","0.4473684210526316","0.5128352085909929","15.374338712505436","","0.7047788455282142","0.7746908839493849","0","","","0.7047788455282142","0.6736842105263158","3.69701034168502","0.3793854343092185","0.6684210526315789","","14"
"witmer_census_1980 (2)","115","50","6","2","0","4","0.32","9140.58","0.46","0.38099702526601964","2","","0.6362179487179486","","10.958","","0.2741935483870968","33.33333333333333","0.5825320512820513","","0.12","","1.3419790542155183","0.43846074201772367","0.34853420195439744","","","0.36","-0.14646403309477674","16.666666666666664","","52","0.46","12.2465","","","0.34853420195439744","22.826","","0","-0.5269332481526318","1.8115547683913475","26","24","","2.5938429491912354","967.8822421889325","1289.5023892326583","0.2741935483870968","324.0958799688384","0.36","0.04353189838093953","66.66666666666666","","1","0.5825320512820513","0.46","3.673380835740347","0.09448818897637803","0","0.09162717219589268","0.6834935897435898","","0.09448818897637803","2","0.5785256410256411","","-0.3030233784453502","0.34","1.6934447443128509","","-0.03413477483522419","0.6578525641025641","-0.6620636381204995","0.8367346938775511","","0.09448818897637803","0.6362179487179486","48","2","0","2299.2974999999997","0.5825320512820513","3.3452216531737835","","0.32","","0.2741935483870968","6862.819999999999","0.6362179487179486","0.32","0.3089430894308944","0.42","0.15730337078651668","1.5135788914315085","","0.6834935897435898","0.6538461538461539","0","","","0.6834935897435898","0.36","0.9988455359952018","0.34853420195439744","0.46","","2"
"rabe_176 (2)","114","70","5","2","0","4","0.35714285714285715","0.04938328571428571","0.34285714285714286","0.01043628446070068","1","","0.5714285714285714","","0.03190614285714291","","0.1428571428571428","20","0.6493877551020408","","0.07142857142857142","","-0.256980282859923","0.01043628446070068","0.2857142857142858","","","0.42857142857142855","-0.3900952127977728","20","","50","0.37142857142857144","0.03190614285714291","","","0.2857142857142858","0.046313857142857115","","0","-0.0356759348236643","0.9247988972184715","35","35","","1.0235384812506314","1.0831520768206704","1.0831520768206704","0.1428571428571428","1.0104964850965912","0.42857142857142855","0.0062730215365948945","80","","1","0.6493877551020408","0.37142857142857144","-0.2127822238986652","0.2571428571428571","0","0.3142857142857143","0.606938775510204","","0.2571428571428571","2","0.5857142857142857","","-0.3900952127977728","0.32857142857142857","0.9247988972184715","","-0.0063222096087895766","0.6706122448979592","-0.0356759348236643","0.5652173913043478","","0.2571428571428571","0.5714285714285714","50","2","0","0.04253442857142858","0.6493877551020408","-0.2127822238986652","","0.35714285714285715","","0.1428571428571428","0.04938328571428571","0.5714285714285714","0.35714285714285715","0.34285714285714275","0.4142857142857143","0.17142857142857149","-0.28661923985212034","","0.606938775510204","0.7208163265306122","0","","","0.606938775510204","0.42857142857142855","1","0.2857142857142858","0.37142857142857144","","2"
"rabe_166 (2)","113","40","3","2","0","2","0.125","43.1975","0.125","-0.040652289027413996","1","","0.8947368421052632","","43.1975","","0.7974683544303798","33.33333333333333","0.8784461152882205","","0.075","","-1.0414995863436216","-0.040652289027413996","0.7474747474747475","","","0.1","-1.0414995863436216","33.33333333333333","","52.5","0.125","43.1975","","","0.7474747474747475","43.1975","","0","-0.040652289027413996","6.6740403132258725","21","19","","6.6740403132258725","6.6740403132258725","6.6740403132258725","0.7974683544303798","6.6740403132258725","0.1","-0.040652289027413996","66.66666666666666","","1","0.8784461152882205","0.125","-1.0414995863436216","0.7461928934010152","0","0.75","0.8709273182957393","","0.7461928934010152","2","0.8947368421052632","","-1.0414995863436216","0.15","6.6740403132258725","","-0.040652289027413996","0.8659147869674186","-0.040652289027413996","0.9743589743589743","","0.7461928934010152","0.8947368421052632","47.5","2","0","43.1975","0.8784461152882205","-1.0414995863436216","","0.125","","0.7974683544303798","43.1975","0.8947368421052632","0.125","0.7007481296758105","0.1","0.7974683544303798","-1.0414995863436216","","0.8709273182957393","0.9624060150375939","0","","","0.8709273182957393","0.1","0.99819587904281","0.7474747474747475","0.125","","2"
"analcatdata_draft (2)","113","366","6","2","1","3","0.08743169398907104","183.5","0.09016393442622951","0","3","3.5846372161920375","0.49915793413173654","0.01702329791386","183","0.05782671640458","-0.007060533693282349","50","0.5","","0.01639344262295082","0.05782671640458","-1.1999999999999993","0","0","","","0.1448087431693989","-1.2000000000000008","16.666666666666664","3.5846372161920375","91.2568306010929","0.08743169398907104","183","3.5846372161920375","0.01702329791386","0","183.25","3.5846372161920375","5.773502691896257","0","105.5106629682517","334","32","11.43188943796062","105.65500067023703","105.79933837222235","105.79933837222235","-0.007060533693282349","105.65500067023703","0.1448087431693989","0","50","94.78187122160452","1","0.5","0.08743169398907104","-1.199999999999998","0","1","-0.005327118361910628","0.5","3.5846372161920375","0","2","0.5079528443113773","","-1.2000000000000008","0.08743169398907104","105.5106629682517","3.5846372161920375","0","0.5044910179640718","0","0.8383561643835616","","0","0.49915793413173654","8.743169398907105","12","0.273224043715847","183.25","0.5","-1.199999999999998","","0.08743169398907104","","-0.007060533693282349","183.5","0.49915793413173654","0.08743169398907104","0","0.15027322404371585","0.01660967269174422","-1.1999999999999993","","0.5","0.4645396706586826","0.04553734061930783","0.03742500715922","0.03742500715922","0.5","0.1448087431693989","0.4278385440590877","0","0.08743169398907104","","8.666666666666666"
"leaf (1)","112","340","16","30","0","15","","6.282352941176471","","1.7804571528062014","1","","","","0.0003872235294117647","","","6.25","","","0.047058823529411764","","1.3877414223257767","3.3251155165255546","","","","","-0.5338882638633371","0","","4.705882352941177","","0.03734460588235294","","","","0.5238449499999999","","0","-0.4766011231205048","0.035964909748475625","16","8","","0.1150465476285058","0.5848537417736616","3.4627789570161083","","0.5788870751408176","","0.4901103860928253","93.75","","0","","","11.969783843031117","","0","","","","","30","","","-0.9009747228713807","","0.0004314589676234216","","0.6645642825587837","","-2.6332347899169246","0.9144542772861357","","","","2.3529411764705883","30","0","0.9506031568627452","","5.779179603208636","","","","","0.9437929705882353","","","","","","2.896017258280977","","","","0","","","","","4.8921798179270395","","","","30"
"hutsof99_child_witness (2)","112","42","17","2","0","16","0.38095238095238093","41.82857142857143","0.19047619047619047","0.09849827871374982","1","","0.7035294117647058","","1.9761904761904763","","0.4070588235294118","5.88235294117647","0.6023529411764705","","0.40476190476190477","","-0.5343589022869826","0.6372886358119902","0.2647702407002188","","","0.2857142857142857","-0.8767769914196921","5.88235294117647","","59.523809523809526","0.40476190476190477","2.5357142857142856","","","0.2647702407002188","3.0785714285714287","","0","-0.2627811047013568","0.6848789918295619","25","17","","0.7810770133687256","0.8439991082776801","20.66104247026728","0.4070588235294118","2.1019814982079787","0.2857142857142857","-0.08963796939044243","94.11764705882352","","1","0.6023529411764705","0.40476190476190477","0.09278599223703266","0.11851851851851843","0","0.6120092378752887","0.6494117647058824","","0.11851851851851843","2","0.7635294117647059","","-1.294370153316059","0.38095238095238093","0.6323866633524642","","-0.03185734284332374","0.6588235294117647","-0.41902097105353114","0.6585365853658537","","0.11851851851851843","0.7035294117647058","40.476190476190474","2","0","5.5003174603174605","0.6023529411764705","-0.3149818735401997","","0.38095238095238093","","0.4070588235294118","3.3714285714285714","0.7035294117647058","0.38095238095238093","0.27741935483870966","0.21428571428571427","0.5423728813559322","-0.5772999195024492","","0.6494117647058824","0.7505882352941177","0","","","0.6494117647058824","0.2857142857142857","0.9736680645496201","0.2647702407002188","0.40476190476190477","","2"
"volcanoes-b6 (1)","111","10130","4","5","0","3","","516.5707798617976","","1.6666546392925388","1","","","","0.4059155618953603","","","25","","","0.0003948667324777887","","-1.1777593914428064","1.6666546392925388","","","","","-1.1872243614030586","0","","96.20927936821323","","0.4059155618953603","","","","514.7772951628828","","0","-0.02488168197521385","0.057489779937701886","9746","26","","286.0798581437451","288.93690053138613","288.93690053138613","","191.69141615168965","","-0.02315205069440832","75","","0","","","8.870825390026068","","0","","","","","5","","","-1.1872243614030586","","0.057489779937701886","","0.5395403022076388","","-0.02488168197521385","0.9793661763254023","","","","0.25666337611056267","5","0","343.9179968621919","","8.870825390026068","","","","","516.5707798617976","","","","","","2.1686138790600675","","","","0","","","","","0.2951901696371702","","","","5"
"CastMetal1 (1)","111","327","38","2","0","37","","49208.26574923548","","4.346888880434811","1","","","","0.07663608562691132","","","2.631578947368421","","","0.1162079510703364","","17.616718076079458","9.251664432105636","","","","","9.43908593382287","2.631578947368421","","87.1559633027523","","2.6023700305810396","","","","16.76758409785933","","0","2.444264536389546","2.9286168537899515","285","42","","15.101055917325859","45.30802576748248","160345.24720578175","","4655.669055917608","","3.52623655767134","97.36842105263158","","1","","","104.32636326338236","","0","","","","","2","","","-1.0848700686418227","","0.05572604435011935","","3.5743632037093693","","-0.4521908295234472","0.7668711656441718","","","","12.844036697247708","2","0","1462.387446069923","","27.697045597251627","","","","","44.015290519877674","","","","","","22.627860939000136","","","","0","","","","","0.5531453183526466","","","","2"
"sleuth_ex1221 (2)","110","42","11","2","0","8","0.42857142857142855","937888.2380952382","0.2857142857142857","3.220717920546113","3","4.422577995321605","0.6510297482837528","0.74667276274686","13.238095238095239","0.74667276274686","0.2811735941320293","27.27272727272727","0.47597254004576667","","0.2619047619047619","0.74667276274686","2.6232549893906976","5.449145336057323","0.12702078521939938","","","0.3333333333333333","0.05410938731880144","9.090909090909092","4.422577995321605","54.761904761904766","0.4523809523809524","31.17202380952381","4.422577995321605","0.74667276274686","0.12702078521939938","298.80357142857144","4.422577995321605","16.97056274847714","0.9112659286262209","36.2934070277226","23","19","1.3304988315436987","260.9076749914014","20965.822838789594","1360007.5879489325","0.2811735941320293","173656.56702451623","0.3333333333333333","1.6115238490027792","72.72727272727273","4.923047171363026","1","0.47597254004576667","0.4523809523809524","32.44514615679193","0","0","0.4285714285714286","0.6086956521739131","4.422577995321605","0","2","0.7814645308924485","","-0.3615993022186048","0.40476190476190477","9.707878429423422","4.422577995321605","2.1890668335541528","0.6384439359267736","0.7473793648795396","0.5121951219512195","","0","0.6510297482837528","45.23809523809524","26","0","118707.02407738096","0.47597254004576667","12.740544572089224","","0.42857142857142855","","0.2811735941320293","7939.649226190474","0.6510297482837528","0.42857142857142855","0.18678815489749423","0.21428571428571427","0.5655172413793103","7.662814515206366","","0.6086956521739131","0.791762013729977","0","0.74667276274686","0.74667276274686","0.6086956521739131","0.3333333333333333","0.9934472383802027","0.12702078521939938","0.4523809523809524","","14"
"wall-robot-navigation (2)","109","5456","3","4","0","2","","1.290306818181818","","5.014749913024599","1","","","","0.6812692448680352","","","33.33333333333333","","","0.0005498533724340176","","20.919999260039127","5.014749913024599","","","","","3.7711388729140243","0","","40.41422287390029","","0.6812692448680352","","","","0.9857880315249266","","0","1.7488556923500649","0.34259423171428705","2205","328","","0.4846468978934752","0.6266995640726634","0.6266995640726634","","0.4846468978934752","","3.381802802687332","66.66666666666666","","0","","","38.068859647164224","","0","","","","","4","","","3.7711388729140243","","0.34259423171428705","","3.381802802687332","","1.7488556923500649","0.9275893675527039","","","","6.011730205278592","4","0","0.9857880315249266","","38.068859647164224","","","","","1.290306818181818","","","","","","20.919999260039127","","","","0","","","","","1.714632742265977","","","","4"
"vineyard (2)","109","52","4","2","0","3","0.3076923076923077","9.653846153846153","0.19230769230769232","0.2696733472126546","1","","0.5922619047619048","","3.278846153846154","","0.18507462686567167","25","0.7172619047619049","","0.07692307692307693","","-0.08365562114271885","0.2696733472126546","0.3846153846153846","","","0.40384615384615385","-0.7459003551980539","25","","53.84615384615385","0.25","3.278846153846154","","","0.3846153846153846","6.466346153846153","","0","-0.6607825640305439","1.9388025957479615","28","24","","2.138381980821339","2.3379613658947167","2.3379613658947167","0.18507462686567167","2.138381980821339","0.40384615384615385","-0.19555460840894467","75","","1","0.7172619047619049","0.25","0.5785891129126162","0.5101449275362319","0","0.6130952380952381","0.738095238095238","","0.5101449275362319","2","0.6421130952380951","","-0.7459003551980539","0.3076923076923077","1.9388025957479615","","-0.19555460840894465","0.738095238095238","-0.6607825640305439","0.7647058823529411","","0.5101449275362319","0.5922619047619048","46.15384615384615","2","0","6.466346153846153","0.7172619047619049","0.5785891129126162","","0.3076923076923077","","0.18507462686567167","9.653846153846153","0.5922619047619048","0.3076923076923077","0.3846153846153846","0.36538461538461536","0.2626865671641791","-0.08365562114271885","","0.738095238095238","0.8623511904761904","0","","","0.738095238095238","0.40384615384615385","0.9957274520849256","0.3846153846153846","0.25","","2"
"tr31.wc (1)","108","927","10129","7","0","10128","0.07982740021574973","12.060409924487582","0.16181229773462782","19.346860570776137","1","","0.7681367762626012","","0.003236245954692521","","0.5270378825003568","0.009872642906506073","0.9659642033091573","","10.926645091693635","","277.03429981442605","30.446109454371385","0.8926772793053546","","","0.35490830636461707","167.1158636683839","0","","37.97195253505933","0.1262135922330097","0.006472491909385132","","","0.8926772793053546","0.017259978425026995","","0","12.240122709329048","0.09843829833210943","352","2","","0.2094180245418438","0.5459473042008156","90.00836294238482","0.5270378825003568","0.8952621836242021","0.35490830636461707","15.590054773558293","99.9901273570935","","0","0.9659642033091573","0.1262135922330097","926.9769980235118","0.8286980075654077","0","0.7853832155937885","0.9637672896201244","","0.8286980075654077","7","0.7374471824195598","","-2.004212000944237","0.418554476806904","0.056826545052544766","","16.243794503173973","0.7894053137491578","0.010805135338766342","0.24622030237580994","","0.8286980075654077","0.7681367762626012","0.2157497303128371","7","0","0.09509295047129235","0.9659642033091573","421.34929452552353","","0.07982740021574973","","0.5270378825003568","0.05933117583603003","0.7681367762626012","0.07982740021574973","0.4068667546174143","0.4261057173678533","0.4356551464785953","323.10378842831443","","0.9637672896201244","0.938538144151512","0","","","0.9637672896201244","0.35490830636461707","2.2271558261043185","0.8926772793053546","0.1262135922330097","","7"
